# title|ingredients|preparation|cooking|serving|photoId|active/onsiteMinutes|mode|extraEquipment
蒜椒厚切老豆腐|firmTofu:400,garlic:20,soy:18,chili:1,oil:20,scallion:15|老豆腐压干，切1.5厘米厚片；蒜末生抽辣椒另拌。|带沿煎盘刷油，豆腐两面煎出结壳，中心热透后加蒜汁煮熟。|撒葱花，连薄薄一层酱汁夹着吃。|v4-tofu|22/32|pan
葱香豆腐口袋|firmTofu:400,scallion:30,cheddar:60,soy:12,oil:15|厚豆腐中间横切开口但不断，夹葱花芝士，用金属签固定。|带沿煎盘中小火两面煎，再加盖烤到中心热透、芝士融化，最后淋生抽。|拔签切开，馅心略晾再吃。|v4-tofu|25/40|pan|金属烤签,与所用锅具适配的锅盖
韩式甜辣豆腐块|firmTofu:400,kimchiSauce:25,ketchup:20,honey:12,oil:20,sesame:5|老豆腐压干切2厘米块；辣酱番茄酱蜂蜜另调。|煎盘热油把豆腐各面煎黄，转小火拌入酱汁，收成薄薄一层。|撒芝麻，用叉子当小食吃。|v4-tofu|25/35|pan
孜然干煸千张丝|tofuSkin:300,onion:100,cumin:3,chili:1,soy:15,oil:20|千张切宽丝，洋葱切细丝，所有水分沥干。|带沿煎盘先炒洋葱，再铺千张丝煎到边缘微脆，拌生抽与香料炒匀。|不要炒到整条干硬，洋葱与千张一起夹。|v4-tofu-skin|22/30|pan
香菇千张包|tofuSkin:200,shiitake:180,carrot:100,soy:18,oil:15,water:80|香菇胡萝卜切末炒熟，用千张包成小方包，金属签固定。|煎盘先把包两面煎黄，加水盖焖到内馅热透，开盖收汁淋生抽。|拔签后切半吃，包口朝下煎更稳。|v4-tofu-skin|30/45|pan|金属烤签,与所用锅具适配的锅盖
烤豆干葱段双拼|driedTofu:300,leek:180,soy:15,oil:15,peppercorn:1|熟豆干切厚条，大葱切段，分别穿签，抹油。|豆干中小火复热并上色，大葱单独烤软；最后刷生抽撒花椒粉。|豆干与甜葱交替吃，避免把豆干烤到发硬。|v4-tofu|20/30|skewer
腐乳酱烤面筋|gluten:350,fermentedTofu:25,water:25,oil:15,sesame:5|熟面筋切厚块穿签，腐乳加水压匀。|中火先刷油烤干表面，再薄刷腐乳汁；微焦后移弱火热透。|撒芝麻，腐乳本身咸，不再额外加盐。|v4-gluten|20/30|skewer
蒜香面筋洋葱盘|gluten:300,onion:180,garlic:20,soy:18,oil:20|面筋撕大块，洋葱切粗条，蒜切片。|煎盘热油把蒜洋葱炒香，再放面筋煎到边缘焦香，拌生抽收汁。|用夹子把面筋和洋葱一起夹起，热盘垫隔热垫。|v4-gluten|22/30|pan
香料烤鹰嘴豆|chickpea:350,paprika:3,cumin:2,oliveOil:15,salt:2|熟鹰嘴豆沥干并擦干，拌油盐红椒粉孜然。|平铺耐热盘，180℃左右间接烤，期间搅动，表面干爽而不焦黑。|稍晾后当小食，酥脆程度取决于沥干程度。|v4-chickpea|18/40|roast|耐热浅盘
番茄白豆焗盘|beans:350,cannedTomato:250,onion:100,mozzarella:70,oliveOil:15,oreganoDry:2|熟豆沥干，洋葱切末，番茄压碎。|煎盘炒洋葱，加番茄牛至与豆煮浓，撒芝士加盖小火焖到融化热透。|用勺舀豆与浓汁，作为素食主菜。|bean-quesadilla|25/40|pan|与所用锅具适配的锅盖
毛豆芝士烤蘑菇|mushroom:350,edamame:150,mozzarella:60,soy:12,oil:15|熟毛豆仁压碎，拌芝士；口蘑去蒂，填入毛豆馅。|口蘑放耐热盘刷油，加盖烤到菌盖熟软、馅心热透，最后淋少量生抽。|一人夹几个，出汁保留在盘中。|thyme-mushroom|25/40|roast|耐热浅盘
泡菜老豆腐热拼|firmTofu:400,kimchi:150,sesameOil:8,oil:15,sesame:5|豆腐切厚片，泡菜剪短，两者分装。|豆腐在煎盘刷油煎到两面金黄且热透；旁边把泡菜炒热，最后淋香油。|一片豆腐盖一小撮泡菜，撒芝麻。|v4-tofu|22/32|pan
海苔豆腐夹心排|firmTofu:400,nori:5,soy:18,sugar:6,oil:20|豆腐压干切长厚条，海苔剪宽条缠在中部；酱油糖调匀。|煎盘中火煎豆腐各面，海苔封口朝下先定住，再转小火拌酱烤黏。|切成一口段，海苔香与焦豆腐一起吃。|v4-tofu|25/35|pan
芝麻酱烤香菇串|shiitake:350,tahini:25,soy:12,water:25,oil:15|香菇去硬蒂，菌盖对半穿签；芝麻酱、生抽和水另调。|刷油中火烤透香菇，最后移弱火薄刷芝麻汁，避免酱料焦苦。|保留菌菇汁水，不把整串烤干。|thyme-mushroom|22/32|skewer
蒜香金针菇锡盘|enoki:350,garlic:25,soy:20,water:50,oil:20,scallion:15|金针菇去根掰开，浅盘放好，蒜末生抽水油另拌。|把蒜汁浇匀，加盖中火焖烤到金针菇全熟、汁液沸腾，开盖略收汁。|撒葱花，用筷子分小束，避免烫嘴。|v4-enoki|20/30|pan|与所用锅具适配的锅盖
韩式芝士金针菇|enoki:350,kimchiSauce:25,mozzarella:70,water:70,oil:10|金针菇去根掰开，辣酱与水调开，放带盖耐热盘。|先加油酱汁盖焖到菌菇全熟，再撒芝士加盖烤融化；水干及时少量补。|先夹菌菇再卷芝士，不把未熟的菇当凉菜。|v4-enoki|22/35|pan|与所用锅具适配的锅盖
杏鲍菇素贝柱|kingMushroom:450,butter:25,garlic:15,soy:15,lemonJuice:15|杏鲍菇横切3厘米厚墩，切面浅划十字，蒜切片。|煎盘融黄油，下菇墩两面煎黄，再盖焖到菇心全熟，拌蒜片生抽煮熟。|下火滴柠檬汁；外形像贝柱，实际是纯菌菇。|garlic-soy-mushroom|25/35|pan|与所用锅具适配的锅盖
柠檬胡椒平菇串|oysterMushroom:400,oliveOil:18,lemonJuice:20,blackPepper:2,salt:3|平菇大朵穿双签，小朵放烤篮，全部沥干抹油盐。|中火多翻，先让菌菇全熟再烤脆边，厚蒂部分多留一会儿。|出炉拌柠檬汁和黑椒，尽快吃脆边。|thyme-mushroom|22/32|skewer|烧烤篮
蘑菇杂烩热蘸汁|mushroom:150,shiitake:150,kingMushroom:150,cream:80,garlic:15,butter:25,salt:3|三种菇切不同小块，蒜切末，淡奶油冷藏。|小锅用黄油炒蒜和菌菇至全熟出香，倒奶油小火煮稠，按量加盐。|作为热蘸汁或独立小锅，搭已选主食吃。|thyme-mushroom|25/35|pot
鹰嘴豆压扁小饼|chickpea:300,flour:40,parsleyFresh:15,cumin:2,water:30,oil:20,salt:2|熟鹰嘴豆压泥，拌面粉欧芹孜然盐与水，压成1厘米厚小饼。|煎盘中火少油两面煎，中心熟透、面粉无生味再取出。|每人分几块小饼，外壳微脆时吃；配已选的酸奶蘸汁。|v4-chickpea|25/35|pan
毛豆胡萝卜煎饼|edamame:200,carrot:100,flour:60,eggWhole:1,water:50,oil:20,salt:2|熟毛豆粗切，胡萝卜擦细丝，拌蛋、面粉、水与盐成稠糊。|煎盘中小火摊薄饼，两面金黄，中心蛋糊全熟再出锅。|切成小角共享，不摊成厚实的大饼。|v4-carrot|25/35|pan|探针温度计
味噌奶酪豆腐焗盘|firmTofu:400,miso:25,creamCheese:60,water:50,scallion:20|豆腐沥干切块，味噌奶油奶酪与水调成酱，放耐热浅盘。|加盖小火焖到豆腐中心热透、酱汁冒泡；开盖略收浓，不烤干。|撒葱花，用勺舀豆腐与味噌奶酪汁。|v4-tofu|20/35|pan|耐热浅盘,与所用锅具适配的锅盖
蘑菇香肠豆锅|beans:300,mushroom:250,sausageCooked:150,cannedTomato:200,oil:15|熟豆沥干，口蘑切片，熟香肠切小段。|小锅热油炒蘑菇，加入番茄豆与香肠，小火煮到菌菇熟透、熟食充分复热。|直接当一锅饱腹菜，汁浓后勤搅防糊底。|v4-sausage|25/40|pot|探针温度计
孜然豆干夹馕|driedTofu:250,naan:150,onion:80,cumin:2,chili:1,oil:15|豆干切薄片，洋葱切丝，馕从侧面剖开但不断。|煎盘热油煎香豆干与洋葱，撒孜然辣椒；馕两面烤热。|热豆干夹进馕里，对半分食。|v4-flatbread|20/30|pan
香葱豆皮脆片|tofuSkin:250,oil:18,soy:12,sesame:5,scallion:20|千张切小方片，擦干薄抹油与生抽，葱切末。|煎盘中小火分批煎，翻到两面干爽微脆，不能叠在一起焖。|出锅撒葱花芝麻，趁脆吃，不当常温储存零食。|v4-tofu-skin|22/32|pan
